"","dsdingid","dsdingr","dsdbcid","dsdbcnam","dsdbccat"
"9192","10003674","FEELING YOUNG FRUIT AND VEGETABLE EXTRACT COMPLEX","10002349","CHERRY",3
"9193","10003716","SUPER JUICE PHENOLIC CONCENTRATE BLEND","10002349","CHERRY",3
"9194","10003809","GREAT START C COMPLEX BASE","10002349","CHERRY",3
"9195","10004487","AGELESS XTRA FRUIT BLEND","10002349","CHERRY",3
"9196","10004633","BALANCE OF NATURE FRUIT PHYTOBLEND","10002349","CHERRY",3
"9197","10004690","WELLQUEST VITAL SOLUTIONS FRUIT AND VEGETABLE PHYTONUTRIENT BLEND","10002349","CHERRY",3
"9198","10004857","L'IL CRITTERS FRUIT & VEGGIE BEARS PROPRIETARY BLEND","10002349","CHERRY",3
"9199","10004941","ENIVA VIBE ANTIOX PROPRIETARY BLEND","10002349","CHERRY",3
"9200","10004969","GOOD DAYS 28 FRUIT AND VEGETABLE POWDER BLEND","10002349","CHERRY",3
"9201","10005252","TRUE ESSENTIALS ANTIOXIDANT FRUIT AND VEGETABLE BLEND","10002349","CHERRY",3
"9202","10005796","UNIVERA FRUIT CONCENTRATE BLEND","10002349","CHERRY",3
"9203","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002349","CHERRY",3
"9204","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002349","CHERRY",3
"9205","10006173","JUICE FOR LIFE POWER FRUIT FORMULA PROPRIETARY ORGANIC FRUIT BLEND","10002349","CHERRY",3
"9206","10006296","LIQUID HEALTH COMPLETE MULTIPLE SUPER-PHYTO FOOD COMPLEX","10002349","CHERRY",3
"9207","10006475","LIFE EXTENSION HIACTIVES 100% FRUIT/BERRY COMPLEX","10002349","CHERRY",3
"9208","10006714","NSI NUTRACEUTICAL SCIENCES INSTITUTE WHOLE FOOD SHAKE FRUIT BLEND","10002349","CHERRY",3
"9209","10006778","NATURE'S CODE SUPERBERRY BODYBOOST BLEND","10002349","CHERRY",3
"9210","10006909","HEALTHY HABITS MAXIMUM WELLNESS PROPRIETARY FRUIT, VEGETABLE AND BIOFLAVONOID BLEND","10002349","CHERRY",3
"9211","10007223","VITALIVE PHYTONUTRIENT COMPLEX","10002349","CHERRY",3
"9212","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002349","CHERRY",3
"9213","10007806","NATURE'S WAY ALIVE! ORCHARD FRUITS BLEND #2","10002349","CHERRY",3
"9214","10007883","GARDEN OF LIFE VITAMIN CODE RAW ORGANIC FRUIT AND VEGETABLE BLEND","10002349","CHERRY",3
"9215","10007987","ENIVA VIBE ANTIOX PROPRIETARY BLEND #2","10002349","CHERRY",3
"9216","10002347","ULTIMATE LIVING RED FRUIT BLEND","10002351","ORANGE",3
"9217","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002351","ORANGE",3
"9218","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10002351","ORANGE",3
"9219","10003259","RBC WHOLE FOOD VITAMIN BLEND","10002351","ORANGE",3
"9220","10003715","SUPER JUICE CITRUS BIOFLAVONOID CONCENTRATE BLEND","10002351","ORANGE",3
"9221","10003823","DR. LINUS PAULING PROPRIETARY BLEND OF PHYTO-HERBAL COMPLEX","10002351","ORANGE",3
"9222","10003831","ALIVE! CITRUS BIOFLAVONOID COMPLEX #2","10002351","ORANGE",3
"9223","10003832","CITRUS BIOFLAVONOID COMPLEX (EXTRACTS)","10002351","ORANGE",3
"9224","10003989","FLORADIX CALCIUM HERBAL BLEND","10002351","ORANGE",3
"9225","10004064","ISOTONIX CHILDREN'S MULTI-VITAMINS PROPRIETARY PHYTONUTRIENT BLEND","10002351","ORANGE",3
"9226","10004607","MORE THAN A MULTIPLE CITRUS COMPLEX","10002351","ORANGE",3
"9227","10004633","BALANCE OF NATURE FRUIT PHYTOBLEND","10002351","ORANGE",3
"9228","10004673","PHYSIOKIDS PHYTOJUICE BLEND","10002351","ORANGE",3
"9229","10004690","WELLQUEST VITAL SOLUTIONS FRUIT AND VEGETABLE PHYTONUTRIENT BLEND","10002351","ORANGE",3
"9230","10004969","GOOD DAYS 28 FRUIT AND VEGETABLE POWDER BLEND","10002351","ORANGE",3
"9231","10005252","TRUE ESSENTIALS ANTIOXIDANT FRUIT AND VEGETABLE BLEND","10002351","ORANGE",3
"9232","10005425","JP+ GUMMIES FRUITS PROPRIETARY BLEND","10002351","ORANGE",3
"9233","10005446","PATHWAY TO HEALTH FRUITS AND GREENS COMPLEX","10002351","ORANGE",3
"9234","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002351","ORANGE",3
"9235","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002351","ORANGE",3
"9236","10006173","JUICE FOR LIFE POWER FRUIT FORMULA PROPRIETARY ORGANIC FRUIT BLEND","10002351","ORANGE",3
"9237","10006296","LIQUID HEALTH COMPLETE MULTIPLE SUPER-PHYTO FOOD COMPLEX","10002351","ORANGE",3
"9238","10006711","NSI NUTRACEUTICAL SCIENCES INSTITUTE WHOLE FOOD SHAKE CITRUS BIOFLAVONOID COMPLEX","10002351","ORANGE",3
"9239","10006714","NSI NUTRACEUTICAL SCIENCES INSTITUTE WHOLE FOOD SHAKE FRUIT BLEND","10002351","ORANGE",3
"9240","10007223","VITALIVE PHYTONUTRIENT COMPLEX","10002351","ORANGE",3
"9241","10007403","NATURE'S SUNSHINE ULTIMATE ECHINACEA BLEND","10002351","ORANGE",3
"9242","10007460","SUPER JUICE CITRUS BIOFLAVONOID CONCENTRATE BLEND #2","10002351","ORANGE",3
"9243","10007538","INNATE RESPONSE FORMULAS ONE DAILY PHENOLICS BLEND","10002351","ORANGE",3
"9244","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002351","ORANGE",3
"9245","10007806","NATURE'S WAY ALIVE! ORCHARD FRUITS BLEND #2","10002351","ORANGE",3
"9246","10008027","NATURAL VITALITY ORGANIC LIFE VITAMINS SUPERFRUIT, VEGGIE AND FRUIT ANTIOXIDANT BLEND","10002351","ORANGE",3
"9247","10002347","ULTIMATE LIVING RED FRUIT BLEND","10002352","RED RASPBERRY",3
"9248","10002785","LADIES CHOICE PROPRIETARY BLEND","10002352","RED RASPBERRY",3
"9249","10002806","NATURE'S SUNSHINE RED RASPBERRY BLEND LIQUID","10002352","RED RASPBERRY",3
"9250","10004673","PHYSIOKIDS PHYTOJUICE BLEND","10002352","RED RASPBERRY",3
"9251","10004716","LIQUIMAX PROPRIETARY HERBAL COMPLEX","10002352","RED RASPBERRY",3
"9252","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002352","RED RASPBERRY",3
"9253","10007954","MIGENETICS AFRICAN ORIGIN ORGANIC & KOSHER BERRY AND FRUIT BLEND","10002352","RED RASPBERRY",3
"9254","10002347","ULTIMATE LIVING RED FRUIT BLEND","10002353","RED GRAPEFRUIT",3
"9255","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002354","APPLE",3
"9256","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10002354","APPLE",3
"9257","10002882","YUMMI BEARS VEGETABLE & FRUIT CONCENTRATE","10002354","APPLE",3
"9258","10003716","SUPER JUICE PHENOLIC CONCENTRATE BLEND","10002354","APPLE",3
"9259","10004064","ISOTONIX CHILDREN'S MULTI-VITAMINS PROPRIETARY PHYTONUTRIENT BLEND","10002354","APPLE",3
"9260","10004633","BALANCE OF NATURE FRUIT PHYTOBLEND","10002354","APPLE",3
"9261","10004673","PHYSIOKIDS PHYTOJUICE BLEND","10002354","APPLE",3
"9262","10004690","WELLQUEST VITAL SOLUTIONS FRUIT AND VEGETABLE PHYTONUTRIENT BLEND","10002354","APPLE",3
"9263","10004941","ENIVA VIBE ANTIOX PROPRIETARY BLEND","10002354","APPLE",3
"9264","10004969","GOOD DAYS 28 FRUIT AND VEGETABLE POWDER BLEND","10002354","APPLE",3
"9265","10005221","HERO NUTRITIONALS YUMMI BEARS VEGETABLE & FRUIT CONCENTRATES #2","10002354","APPLE",3
"9266","10005252","TRUE ESSENTIALS ANTIOXIDANT FRUIT AND VEGETABLE BLEND","10002354","APPLE",3
"9267","10005425","JP+ GUMMIES FRUITS PROPRIETARY BLEND","10002354","APPLE",3
"9268","10005446","PATHWAY TO HEALTH FRUITS AND GREENS COMPLEX","10002354","APPLE",3
"9269","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002354","APPLE",3
"9270","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002354","APPLE",3
"9271","10006173","JUICE FOR LIFE POWER FRUIT FORMULA PROPRIETARY ORGANIC FRUIT BLEND","10002354","APPLE",3
"9272","10006296","LIQUID HEALTH COMPLETE MULTIPLE SUPER-PHYTO FOOD COMPLEX","10002354","APPLE",3
"9273","10006520","L'IL CRITTERS FRUIT & VEGGIE BEARS PROPRIETARY BLEND #2","10002354","APPLE",3
"9274","10007223","VITALIVE PHYTONUTRIENT COMPLEX","10002354","APPLE",3
"9275","10007306","NANOGREENS10 FRUIT & VEGETABLE PROPRIETARY BLEND","10002354","APPLE",3
"9276","10007521","HEALTHY TO GO ACAI NATURAL ENERGY BOOST SUPER FRUIT BLEND","10002354","APPLE",3
"9277","10007676","BODY CHOICE HIGH FIBER HOODIA WEIGHT LOSS PROPRIETARY BLEND","10002354","APPLE",3
"9278","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002354","APPLE",3
"9279","10007987","ENIVA VIBE ANTIOX PROPRIETARY BLEND #2","10002354","APPLE",3
"9280","10008027","NATURAL VITALITY ORGANIC LIFE VITAMINS SUPERFRUIT, VEGGIE AND FRUIT ANTIOXIDANT BLEND","10002354","APPLE",3
"9281","10000097","ALIVE! CITRUS BIOFLAVONOID COMPLEX","10002355","GRAPE",3
"9282","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002355","GRAPE",3
"9283","10003674","FEELING YOUNG FRUIT AND VEGETABLE EXTRACT COMPLEX","10002355","GRAPE",3
"9284","10003716","SUPER JUICE PHENOLIC CONCENTRATE BLEND","10002355","GRAPE",3
"9285","10004064","ISOTONIX CHILDREN'S MULTI-VITAMINS PROPRIETARY PHYTONUTRIENT BLEND","10002355","GRAPE",3
"9286","10004633","BALANCE OF NATURE FRUIT PHYTOBLEND","10002355","GRAPE",3
"9287","10004690","WELLQUEST VITAL SOLUTIONS FRUIT AND VEGETABLE PHYTONUTRIENT BLEND","10002355","GRAPE",3
"9288","10004941","ENIVA VIBE ANTIOX PROPRIETARY BLEND","10002355","GRAPE",3
"9289","10004969","GOOD DAYS 28 FRUIT AND VEGETABLE POWDER BLEND","10002355","GRAPE",3
"9290","10005252","TRUE ESSENTIALS ANTIOXIDANT FRUIT AND VEGETABLE BLEND","10002355","GRAPE",3
"9291","10005796","UNIVERA FRUIT CONCENTRATE BLEND","10002355","GRAPE",3
"9292","10006520","L'IL CRITTERS FRUIT & VEGGIE BEARS PROPRIETARY BLEND #2","10002355","GRAPE",3
"9293","10006714","NSI NUTRACEUTICAL SCIENCES INSTITUTE WHOLE FOOD SHAKE FRUIT BLEND","10002355","GRAPE",3
"9294","10006909","HEALTHY HABITS MAXIMUM WELLNESS PROPRIETARY FRUIT, VEGETABLE AND BIOFLAVONOID BLEND","10002355","GRAPE",3
"9295","10007485","RAINBOW LIGHT 4:1 ANTIOXIDANT FRUIT BLEND","10002355","GRAPE",3
"9296","10007521","HEALTHY TO GO ACAI NATURAL ENERGY BOOST SUPER FRUIT BLEND","10002355","GRAPE",3
"9297","10007587","PURE ESSENCE LABS LONGEVITY HIGH ORAC FRUIT EXTRACTS BLEND","10002355","GRAPE",3
"9298","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002355","GRAPE",3
"9299","10007806","NATURE'S WAY ALIVE! ORCHARD FRUITS BLEND #2","10002355","GRAPE",3
"9300","10007987","ENIVA VIBE ANTIOX PROPRIETARY BLEND #2","10002355","GRAPE",3
"9301","10000097","ALIVE! CITRUS BIOFLAVONOID COMPLEX","10002356","GRAPEFRUIT",3
"9302","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002356","GRAPEFRUIT",3
"9303","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10002356","GRAPEFRUIT",3
"9304","10003715","SUPER JUICE CITRUS BIOFLAVONOID CONCENTRATE BLEND","10002356","GRAPEFRUIT",3
"9305","10003831","ALIVE! CITRUS BIOFLAVONOID COMPLEX #2","10002356","GRAPEFRUIT",3
"9306","10003832","CITRUS BIOFLAVONOID COMPLEX (EXTRACTS)","10002356","GRAPEFRUIT",3
"9307","10004607","MORE THAN A MULTIPLE CITRUS COMPLEX","10002356","GRAPEFRUIT",3
"9308","10004633","BALANCE OF NATURE FRUIT PHYTOBLEND","10002356","GRAPEFRUIT",3
"9309","10004690","WELLQUEST VITAL SOLUTIONS FRUIT AND VEGETABLE PHYTONUTRIENT BLEND","10002356","GRAPEFRUIT",3
"9310","10004969","GOOD DAYS 28 FRUIT AND VEGETABLE POWDER BLEND","10002356","GRAPEFRUIT",3
"9311","10005240","NATURE'S WAY ALIVE! CITRUS BIOFLAVONOID COMPLEX #2","10002356","GRAPEFRUIT",3
"9312","10005252","TRUE ESSENTIALS ANTIOXIDANT FRUIT AND VEGETABLE BLEND","10002356","GRAPEFRUIT",3
"9313","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002356","GRAPEFRUIT",3
"9314","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002356","GRAPEFRUIT",3
"9315","10006296","LIQUID HEALTH COMPLETE MULTIPLE SUPER-PHYTO FOOD COMPLEX","10002356","GRAPEFRUIT",3
"9316","10006645","NUTRILITE CITRUS BIOFLAVONOIDS BLEND","10002356","GRAPEFRUIT",3
"9317","10006711","NSI NUTRACEUTICAL SCIENCES INSTITUTE WHOLE FOOD SHAKE CITRUS BIOFLAVONOID COMPLEX","10002356","GRAPEFRUIT",3
"9318","10006796","VITADAILY PROPRIETARY BLEND OF 25 WHOLE FOOD CONCENTRATES","10002356","GRAPEFRUIT",3
"9319","10007209","ANIMAL RIPPED & PEELED CUTS BIOAVAILABILITY COMPLEX","10002356","GRAPEFRUIT",3
"9320","10007223","VITALIVE PHYTONUTRIENT COMPLEX","10002356","GRAPEFRUIT",3
"9321","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002356","GRAPEFRUIT",3
"9322","10000097","ALIVE! CITRUS BIOFLAVONOID COMPLEX","10002357","LEMON",3
"9323","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002357","LEMON",3
"9324","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10002357","LEMON",3
"9325","10003715","SUPER JUICE CITRUS BIOFLAVONOID CONCENTRATE BLEND","10002357","LEMON",3
"9326","10003831","ALIVE! CITRUS BIOFLAVONOID COMPLEX #2","10002357","LEMON",3
"9327","10003832","CITRUS BIOFLAVONOID COMPLEX (EXTRACTS)","10002357","LEMON",3
"9328","10004064","ISOTONIX CHILDREN'S MULTI-VITAMINS PROPRIETARY PHYTONUTRIENT BLEND","10002357","LEMON",3
"9329","10004607","MORE THAN A MULTIPLE CITRUS COMPLEX","10002357","LEMON",3
"9330","10004633","BALANCE OF NATURE FRUIT PHYTOBLEND","10002357","LEMON",3
"9331","10004690","WELLQUEST VITAL SOLUTIONS FRUIT AND VEGETABLE PHYTONUTRIENT BLEND","10002357","LEMON",3
"9332","10004941","ENIVA VIBE ANTIOX PROPRIETARY BLEND","10002357","LEMON",3
"9333","10004969","GOOD DAYS 28 FRUIT AND VEGETABLE POWDER BLEND","10002357","LEMON",3
"9334","10005240","NATURE'S WAY ALIVE! CITRUS BIOFLAVONOID COMPLEX #2","10002357","LEMON",3
"9335","10005252","TRUE ESSENTIALS ANTIOXIDANT FRUIT AND VEGETABLE BLEND","10002357","LEMON",3
"9336","10005446","PATHWAY TO HEALTH FRUITS AND GREENS COMPLEX","10002357","LEMON",3
"9337","10005589","ESTER-C THE BETTER VITAMIN C C-SORB CITRUS BIOFLAVONOIDS COMPLEX","10002357","LEMON",3
"9338","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002357","LEMON",3
"9339","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002357","LEMON",3
"9340","10006296","LIQUID HEALTH COMPLETE MULTIPLE SUPER-PHYTO FOOD COMPLEX","10002357","LEMON",3
"9341","10006615","ESTER-C AMERICAN HEALTH CITRUS BIOFLAVONOIDS COMPLEX","10002357","LEMON",3
"9342","10006645","NUTRILITE CITRUS BIOFLAVONOIDS BLEND","10002357","LEMON",3
"9343","10006711","NSI NUTRACEUTICAL SCIENCES INSTITUTE WHOLE FOOD SHAKE CITRUS BIOFLAVONOID COMPLEX","10002357","LEMON",3
"9344","10006795","GENERIC3 ULTIMATE VEGETARIAN MULTI BIOFLAVONOID COMPLEX","10002357","LEMON",3
"9345","10007223","VITALIVE PHYTONUTRIENT COMPLEX","10002357","LEMON",3
"9346","10007306","NANOGREENS10 FRUIT & VEGETABLE PROPRIETARY BLEND","10002357","LEMON",3
"9347","10007460","SUPER JUICE CITRUS BIOFLAVONOID CONCENTRATE BLEND #2","10002357","LEMON",3
"9348","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002357","LEMON",3
"9349","10007987","ENIVA VIBE ANTIOX PROPRIETARY BLEND #2","10002357","LEMON",3
"9350","10000097","ALIVE! CITRUS BIOFLAVONOID COMPLEX","10002358","LIME",3
"9351","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002358","LIME",3
"9352","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10002358","LIME",3
"9353","10003715","SUPER JUICE CITRUS BIOFLAVONOID CONCENTRATE BLEND","10002358","LIME",3
"9354","10003831","ALIVE! CITRUS BIOFLAVONOID COMPLEX #2","10002358","LIME",3
"9355","10003832","CITRUS BIOFLAVONOID COMPLEX (EXTRACTS)","10002358","LIME",3
"9356","10004064","ISOTONIX CHILDREN'S MULTI-VITAMINS PROPRIETARY PHYTONUTRIENT BLEND","10002358","LIME",3
"9357","10004607","MORE THAN A MULTIPLE CITRUS COMPLEX","10002358","LIME",3
"9358","10004690","WELLQUEST VITAL SOLUTIONS FRUIT AND VEGETABLE PHYTONUTRIENT BLEND","10002358","LIME",3
"9359","10004941","ENIVA VIBE ANTIOX PROPRIETARY BLEND","10002358","LIME",3
"9360","10004969","GOOD DAYS 28 FRUIT AND VEGETABLE POWDER BLEND","10002358","LIME",3
"9361","10005252","TRUE ESSENTIALS ANTIOXIDANT FRUIT AND VEGETABLE BLEND","10002358","LIME",3
"9362","10005589","ESTER-C THE BETTER VITAMIN C C-SORB CITRUS BIOFLAVONOIDS COMPLEX","10002358","LIME",3
"9363","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002358","LIME",3
"9364","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002358","LIME",3
"9365","10006296","LIQUID HEALTH COMPLETE MULTIPLE SUPER-PHYTO FOOD COMPLEX","10002358","LIME",3
"9366","10006615","ESTER-C AMERICAN HEALTH CITRUS BIOFLAVONOIDS COMPLEX","10002358","LIME",3
"9367","10007223","VITALIVE PHYTONUTRIENT COMPLEX","10002358","LIME",3
"9368","10007460","SUPER JUICE CITRUS BIOFLAVONOID CONCENTRATE BLEND #2","10002358","LIME",3
"9369","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002358","LIME",3
"9370","10007987","ENIVA VIBE ANTIOX PROPRIETARY BLEND #2","10002358","LIME",3
"9371","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002359","WATERMELON",3
"9372","10003716","SUPER JUICE PHENOLIC CONCENTRATE BLEND","10002359","WATERMELON",3
"9373","10004690","WELLQUEST VITAL SOLUTIONS FRUIT AND VEGETABLE PHYTONUTRIENT BLEND","10002359","WATERMELON",3
"9374","10004969","GOOD DAYS 28 FRUIT AND VEGETABLE POWDER BLEND","10002359","WATERMELON",3
"9375","10005252","TRUE ESSENTIALS ANTIOXIDANT FRUIT AND VEGETABLE BLEND","10002359","WATERMELON",3
"9376","10006173","JUICE FOR LIFE POWER FRUIT FORMULA PROPRIETARY ORGANIC FRUIT BLEND","10002359","WATERMELON",3
"9377","10007223","VITALIVE PHYTONUTRIENT COMPLEX","10002359","WATERMELON",3
"9378","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002359","WATERMELON",3
"9379","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002360","PEAR",3
"9380","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10002360","PEAR",3
"9381","10003716","SUPER JUICE PHENOLIC CONCENTRATE BLEND","10002360","PEAR",3
"9382","10003989","FLORADIX CALCIUM HERBAL BLEND","10002360","PEAR",3
"9383","10004690","WELLQUEST VITAL SOLUTIONS FRUIT AND VEGETABLE PHYTONUTRIENT BLEND","10002360","PEAR",3
"9384","10004969","GOOD DAYS 28 FRUIT AND VEGETABLE POWDER BLEND","10002360","PEAR",3
"9385","10005252","TRUE ESSENTIALS ANTIOXIDANT FRUIT AND VEGETABLE BLEND","10002360","PEAR",3
"9386","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002360","PEAR",3
"9387","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002360","PEAR",3
"9388","10007223","VITALIVE PHYTONUTRIENT COMPLEX","10002360","PEAR",3
"9389","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002360","PEAR",3
"9390","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002361","MANGO",3
"9391","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10002361","MANGO",3
"9392","10003809","GREAT START C COMPLEX BASE","10002361","MANGO",3
"9393","10003989","FLORADIX CALCIUM HERBAL BLEND","10002361","MANGO",3
"9394","10004633","BALANCE OF NATURE FRUIT PHYTOBLEND","10002361","MANGO",3
"9395","10004857","L'IL CRITTERS FRUIT & VEGGIE BEARS PROPRIETARY BLEND","10002361","MANGO",3
"9396","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002361","MANGO",3
"9397","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002361","MANGO",3
"9398","10006173","JUICE FOR LIFE POWER FRUIT FORMULA PROPRIETARY ORGANIC FRUIT BLEND","10002361","MANGO",3
"9399","10006296","LIQUID HEALTH COMPLETE MULTIPLE SUPER-PHYTO FOOD COMPLEX","10002361","MANGO",3
"9400","10007306","NANOGREENS10 FRUIT & VEGETABLE PROPRIETARY BLEND","10002361","MANGO",3
"9401","10007521","HEALTHY TO GO ACAI NATURAL ENERGY BOOST SUPER FRUIT BLEND","10002361","MANGO",3
"9402","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002361","MANGO",3
"9403","10008027","NATURAL VITALITY ORGANIC LIFE VITAMINS SUPERFRUIT, VEGGIE AND FRUIT ANTIOXIDANT BLEND","10002361","MANGO",3
"9404","10000097","ALIVE! CITRUS BIOFLAVONOID COMPLEX","10002362","TANGERINE",3
"9405","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002362","TANGERINE",3
"9406","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10002362","TANGERINE",3
"9407","10003831","ALIVE! CITRUS BIOFLAVONOID COMPLEX #2","10002362","TANGERINE",3
"9408","10003832","CITRUS BIOFLAVONOID COMPLEX (EXTRACTS)","10002362","TANGERINE",3
"9409","10004607","MORE THAN A MULTIPLE CITRUS COMPLEX","10002362","TANGERINE",3
"9410","10005589","ESTER-C THE BETTER VITAMIN C C-SORB CITRUS BIOFLAVONOIDS COMPLEX","10002362","TANGERINE",3
"9411","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002362","TANGERINE",3
"9412","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002362","TANGERINE",3
"9413","10006615","ESTER-C AMERICAN HEALTH CITRUS BIOFLAVONOIDS COMPLEX","10002362","TANGERINE",3
"9414","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002362","TANGERINE",3
"9415","10002364","ULTIMATE LIVING FRUIT BLEND 1071","10002363","APRICOT",3
"9416","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10002363","APRICOT",3
"9417","10004673","PHYSIOKIDS PHYTOJUICE BLEND","10002363","APRICOT",3
"9418","10004738","GNLD PHYTODEFENSE CAROTENOID COMPLEX BLEND","10002363","APRICOT",3
"9419","10005446","PATHWAY TO HEALTH FRUITS AND GREENS COMPLEX","10002363","APRICOT",3
"9420","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10002363","APRICOT",3
"9421","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10002363","APRICOT",3
"9422","10006296","LIQUID HEALTH COMPLETE MULTIPLE SUPER-PHYTO FOOD COMPLEX","10002363","APRICOT",3
"9423","10006714","NSI NUTRACEUTICAL SCIENCES INSTITUTE WHOLE FOOD SHAKE FRUIT BLEND","10002363","APRICOT",3
"9424","10006796","VITADAILY PROPRIETARY BLEND OF 25 WHOLE FOOD CONCENTRATES","10002363","APRICOT",3
"9425","10007705","ULTIMATE LIVING GREEN MIRACLE FRUIT BLEND","10002363","APRICOT",3
"9426","10007806","NATURE'S WAY ALIVE! ORCHARD FRUITS BLEND #2","10002363","APRICOT",3
"9427","10003618","ALL IN ONE HERBAL BLEND EXTRACT STANDARDIZED 1:4","10002366","AMERICAN GINSENG",3
"9428","10004451","GNC MULTI-GINSENG ROOT BLEND","10002366","AMERICAN GINSENG",3
"9429","10005346","ENERGETIX GREENING POWER BLEND","10002366","AMERICAN GINSENG",3
"9430","10002615","WATKINS METABOLIC SUPPORT BLEND","10002368","REISHI MUSHROOM",3
"9431","10002674","ALIVE! MYCODEFENSE MUSHROOM BLEND","10002368","REISHI MUSHROOM",3
"9432","10003518","ZAND ASTRAGALUS PROPRIETARY BLEND","10002368","REISHI MUSHROOM",3
"9433","10003679","FEELING YOUNG SUPERFOODS COMPLEX","10002368","REISHI MUSHROOM",3
"9434","10004306","NIKKEN IMMUNITY PROPRIETARY BLEND","10002368","REISHI MUSHROOM",3
