"","dsdsupid","dsdsupp","dsdsrce","dsdtype","dsdservq","dsdservu","dsdcntv","dsdcntm","dsdcnta","dsdcntb","dsdcnto"
"4907","1000589700","TOTAL BODY RESEARCH LABS LEPTI-TRIM DAYTIME CAPSULES",8,4,2,2,0,3,0,9,2
"4908","1000589800","SPECTRUM ESSENTIALS ULTRA ENRICHED FLAX OIL WITH LIGNANS",8,4,6,2,0,0,0,1,9
"4909","1000589900","OPTIMUM FREEZE DRIED ACIDOPHILUS LACTOBACILLI",9,4,2,2,0,0,0,0,4
"4910","1000590000","BREVAIL",9,4,1,2,1,0,0,0,2
"4911","1000590100","GNC MULTI CHEWABLE SOLOTRON ESSENTIAL MULTIVITAMIN FOUNDATION COMPLETE B-COMPLEX TWO PER DAY FORMULA",9,4,2,18,13,3,0,1,10
"4912","1000590200","GNC ACTIVECAL CHEWABLE CALCIUM 500 MG OF CALCIUM CHEWS",9,4,1,27,2,1,0,0,6
"4913","1000590300","VEMMA MANGOSTEEN PLUS PREMIUM LIQUID",9,4,2,17,12,1,0,4,4
"4914","1000590400","FITNESS LABS ONE PER DAY FITNESS MULTI MULTI-VITAMIN & MINERAL WITH ANTIOXIDANTS",9,4,1,2,14,10,0,4,5
"4915","1000590500","WILD OATS CLA 780 MG",10,4,3,16,0,0,0,0,9
"4916","1000590600","PROLAB AMINO GELCAP EASY TO SWALLOW",8,4,6,16,1,0,20,0,4
"4917","1000590700","LIQUIMAX MULTIVITAMIN FORMULA",8,4,2,17,11,8,17,16,10
"4918","1000590701","LIQUIMAX BY YOURLIFE COMPLETE NUTRITION MULTIVITAMIN FORMULA IMPROVED WITH 130 NUTRIENTS POWERFUL ANTIOXIDANT BOTANICAL",9,4,2,17,10,9,18,22,14
"4919","1000590800","SUNDOWN GINKGO BILOBA PLUS 60 MG STANDARDIZED EXTRACT",8,4,2,18,0,0,0,2,0
"4920","1000590801","SUNDOWN NATURALS STANDARDIZED EXTRACT GINKGO BILOBA PLUS 60 MG EXTRACT PER SERVING",9,4,2,18,0,0,0,2,0
"4921","1000590900","PRECISION ENGINEERED NOS BLAST PROFESSIONAL FORMULA MULTI MATRIX PRE & POST WORKOUT FORMULA CREATINE NITRO SOLUTION FRUI",9,4,1,24,3,2,8,1,10
"4922","1000591000","THE VITAMIN SHOPPE MULTIVITAMINS ULTIMATE MAN NO IRON SUSTAINED RELEASE",8,4,2,18,14,9,2,8,6
"4923","1000591100","THE VITAMIN SHOPPE LACTASE ENZYME",8,4,1,16,0,0,0,0,1
"4924","1000591200","NUTURA NUTRITIONAL FOUNDATION",8,4,6,2,13,11,2,5,14
"4925","1000591300","SHAKLEE FIBER PLAN DAILY CRUNCH",9,4,0.25,25,0,2,0,0,10
"4926","1000591400","RADIANCE GREEN SOURCE MULTI VITAMINS & MINERALS WITH WHOLE FOOD CONCENTRATES VEGETARIAN FORMULA",9,4,3,18,13,11,0,18,22
"4927","1000591500","RADIANCE CHELATED CALCIUM MAGNESIUM ZINC",9,4,3,18,0,3,0,0,0
"4928","1000591600","RADIANCE DHEA 25 MG DEHYDROEPIANDROSTERONE",9,4,1,18,0,1,0,0,1
"4929","1000591700","PURITAN'S PRIDE WOMEN'S EXCLUSIVE FORMULA",9,4,2,18,13,11,1,2,5
"4930","1000591800","SOLARAY SALMON OIL 130 MG EPA 70 MG DHA",8,4,1,16,1,0,0,0,6
"4931","1000591900","SOLARAY BROMELAIN 500 MG (2400 GDU)",8,4,2,2,0,0,0,0,1
"4932","1000592000","SOLARAY NO FLUSH NIACIN 500 MG",8,4,1,2,1,0,0,0,1
"4933","1000592100","NATURE'S BOUNTY NATURAL WHOLE HERB GREEN TEA EXTRACT 315 MG",9,4,2,2,0,0,0,1,0
"4934","1000592200","NATURE'S BOUNTY PRESCRIPTIVE FORMULAS OPTIMAL VITAMIN PACKS MEN'S COMPLETE DAILY NUTRITIONAL PACKETS WITH SAW PALMETTO,",9,4,1,12,14,16,0,3,17
"4935","1000592300","NATURE'S PLUS IMMUNE ACTION ASTRAGALUS, SHIITAKE MUSHROOMS, ECHINACEA, LIGUSTRUM, SCHISANDRA, YOUNG BARLEY LEAVES & PAU",8,4,1,2,0,0,0,7,0
"4936","1000592400","GNC NATURAL BRAND GREEN EARTH FOOD A COMPREHENSIVE WHOLE FOOD COMPLEX WITH NATURAL VITAMINS, MINERALS, AND ENZYMES",9,4,1,18,0,0,0,6,1
"4937","1000592500","GNC PRO PERFORMANCE CREATINE BURST ENHANCED CREATINE DELIVERY SYSTEM FEATURES 38 GRAMS OF CARBS WITH 5 GRAMS CREATINE",8,4,47.5,33,5,4,2,0,5
"4938","1000592600","WINDMILL L-LYSINE HCL 500 MG",9,4,1,18,0,0,1,0,0
"4939","1000592700","WINDMILL POTASSIUM AS GLUCONATE 99 MG",9,4,1,18,0,0,0,0,1
"4940","1000592800","L'IL CRITTERS CALCIUM GUMMY BEARS",9,1,2,27,0,2,0,0,4
"4941","1000592900","MAJOR THERA ADVANCED HIGH POTENCY VITAMIN WITH BETA CAROTENE",9,4,1,18,12,0,0,0,0
"4942","1000593100","CARLSON NORWEGIAN COD LIVER OIL HIGH IN EPA & DHA",9,4,1,19,3,0,0,0,6
"4943","1000593501","TRADER JOE'S NATURAL PAPAYA & PINEAPPLE ENZYMES",9,4,1,18,0,0,0,0,3
"4944","1000593800","VEMMA ESSENTIAL MINERALS PREMIUM LIQUID",9,4,2,17,0,62,0,0,6
"4945","1000593900","GNLD NUTRITIONALS PHYTODEFENSE DAILY PHYTONUTRIENT PROTECTION PACK WITH CAROTENOID COMPLEX PACKETTES",9,4,1,12,3,0,0,25,10
"4946","1000594000","NOVANATAL VITAMINS AND MINERALS WITH FOLIC ACID",9,2,1,18,9,4,0,0,0
"4947","1000594100","MEGA-G GRAPEFRUIT EXTRACT",9,4,1,1,0,0,0,3,0
"4948","1000594200","COLD SNAP",9,4,2,2,0,0,0,20,0
"4949","1000594300","ADVANCED LEVEL 90",9,4,1,18,1,4,0,3,1
"4950","1000594400","VITA-MIND MIND ENHANCEMENT FORMULA",9,4,2,18,5,0,2,4,3
"4951","1000594600","TRANSITIONS WEIGHT MANAGEMENT CARBOHYDRATE ABSORPTION INHIBITOR",9,4,1,2,0,3,0,2,1
"4952","1000594700","TRANSITIONS WEIGHT MANAGEMENT TC AMP THERMOGENIC HERBAL BLEND",9,4,1,2,3,2,1,2,4
"4953","1000594800","TRANSITIONS NUTRITION SHAKES ON THE GO HIGH IN FIBER PROTEIN RICH NO TRANS FAT CHOCOLATE DELIGHT",9,4,2,24,12,10,0,0,11
"4954","1000594900","THERMOCHROME EPHEDRA FREE",9,4,2,18,3,2,2,9,1
"4955","1000595000","MOCHATONIX BY ISOTONIX RICH CHOCOLATE MOCHA FLAVOR",9,4,1,24,9,4,5,10,15
"4956","1000595100","GLUCOSATRIN",9,4,1,18,2,3,0,3,2
"4957","1000595200","DNA DYNAMIC NUTRITIONAL ASSOCIATES, INC. COLLAGENELL",9,4,2,18,6,3,0,2,4
"4958","1000595300","RELIV CELLEBRATE",9,4,1,24,1,1,1,1,6
"4959","1000595400","CURVES COMPLETE BIOMULTIPLE",9,4,2,18,14,13,0,2,5
"4960","1000595500","WESTERN FAMILY PRENATAL VITAMINS MULTIVITAMIN / MULTIMINERAL FOR USE BEFORE, DURING & AFTER PREGNANCY NOW CONTAINING 27",9,2,1,18,10,3,0,0,0
"4961","1000595600","WESTERN FAMILY ONE DAILY ACTIVE WOMEN 50+ SPECIALLY DESIGNED FOR WOMEN 50 AND OVER",9,3,1,18,13,7,0,1,1
"4962","1000595700","KONSYL NATURAL FIBER BULK-FORMING LAXATIVE ORIGINAL 100% NATURAL PSYLLIUM FIBER NO SUGAR OR SUGAR SUBSTITUTES",9,4,1,34,0,1,0,0,4
"4963","1000595800","FERROGELS FORTE VITAMIN AND IRON RX ONLY CYPRESS PHARMACEUTICAL, INC.",9,4,1,16,3,1,0,0,0
"4964","1000595900","ICAR PRENATAL",9,2,4,13,13,11,0,0,9
"4965","1000596000","NATURE'S WAY ORCHARD FRUITS SUPER ANTIOXIDANT ACTIVITY",9,4,2,2,1,0,0,12,1
"4966","1000596100","NATURE'S WAY FLEXMAX GLUCOSAMINE CHONDROITIN WITH STOMACH GUARD",9,4,2,18,0,0,0,0,5
"4967","1000596200","NATURE'S WAY CHLOROFRESH LIQUID CHLOROPHYLL FROM PREMIUM ALFALFA",9,4,2,17,0,1,0,0,4
"4968","1000596300","NATURE'S WAY B-100 COMPLEX WITH B2 COENZYME",9,4,1,2,9,0,0,0,1
"4969","1000596400","NATURE'S WAY EFA BLEND FOR CHILDREN EYE & BRAIN FUNCTION FORMULA 445 MG",9,1,2,16,1,0,0,1,4
"4970","1000596500","HYDROXYCUT CARB CONTROL MUSCLETECH",9,4,4,2,0,2,0,9,3
"4971","1000596600","VITAMIN WORLD CHLOROPHYLL CONCENTRATE",9,4,1,16,0,1,0,0,1
"4972","1000596700","NUTRILITE DAILY FREE FREE OF YEAST, SUGAR, IRON AND ALFALFA",9,4,1,18,12,10,0,1,0
"4973","1000596800","NUTRILITE CAL MAG D VITAMIN/MINERAL",9,4,1,18,2,5,0,1,0
"4974","1000596900","NATURE'S WAY PRENATAL MULTI VITAMIN & MINERAL DAILY COMPLETE",9,2,2,2,13,11,0,0,2
"4975","1000597000","USANA OPTIMIZERS VISIONEX",7,4,2,18,1,1,0,1,2
"4976","1000597100","USANA ESSENTIALS AO BOOSTER",8,4,1,18,1,0,0,2,2
"4977","1000597200","DOCTOR'S TRUST VITAMINS SAW PALMETTO BERRIES",8,4,1,2,0,0,0,1,0
"4978","1000597300","GNC PREVENTIVE NUTRITION OMEGA COMPLEX",9,4,3,16,1,0,0,0,10
"4979","1000597400","GNC PREVENTIVE NUTRITION MULTI-ENZYME FORMULA",8,4,2,2,0,0,0,0,11
"4980","1000597401","GNC PREVENTIVE NUTRITION MULTI-ENZYME FORMULA",9,4,1,2,0,0,0,0,15
"4981","1000597500","LEWIS LABS 100% PURE BREWER'S YEAST NOT BLENDED OR FORTIFIED",8,4,30,33,9,6,18,0,9
"4982","1000597700","VITAMIN COTTAGE NATURAL GROCERS CAL-MAG-ZINC CALCIUM 1000 MG. MAGNESIUM 500 MG. ZINC 75 MG.",9,4,4,2,0,3,0,0,0
"4983","1000597800","VITAMIN COTTAGE NATURAL GROCERS COMPLETE B",9,4,1,18,9,0,0,0,2
"4984","1000598000","VITAMIN COTTAGE NATURAL GROCERS MEGA 1 DAILY WITH CITRATE CHELATED MINERALS TIME RELEASE",9,4,1,18,13,10,1,0,8
"4985","1000598100","TABAK'S THERMAWAY",9,4,2,2,1,2,0,3,0
"4986","1000598200","SUPER NATURAL'S A-Z PLUS MULTIPLE SUPER-VITE",9,4,2,18,13,8,0,6,22
"4987","1000598300","NATURE MADE CHOLEST OFF",9,4,2,1,0,0,0,0,2
"4988","1000598301","NATURE MADE CHOLEST OFF 1800 MG OF NATURAL PLANT STEROLS / STANOLS / DAY",9,4,2,1,0,0,0,0,2
"4989","1000598400","NATURE MADE ADVANCED 500 MG ESTER C WITH 25 MG BIOFLAVONOIDS WITH 100 MG PHYTONUTRIENTS",9,4,1,18,1,0,0,10,1
"4990","1000598500","NATURE MADE MAXIMUM STRENGTH OMEGA-3 FISH OIL 1200 MG",9,4,2,16,0,0,0,0,11
"4991","1000598501","NATURE MADE OMEGA-3 FISH OIL 1200 MG",9,4,2,16,0,0,0,0,11
"4992","1000598600","NATURAL FACTORS CHILDREN'S CHEWABLE MULTI VITAMIN BIG FRIENDS",9,4,1,18,13,5,0,1,7
"4993","1000598700","NATURAL FACTORS CELADRIN A PROPRIETARY BLEND OF ESTERIFIED OILS",9,4,3,16,0,0,0,0,9
"4994","1000598800","NATURAL FACTORS COENZYME Q10 50 MG",9,4,1,16,1,0,0,0,1
"4995","1000598900","SCHIFF DAILY WELLNESS MULTI-NUTRIENT PACK WHOLE FOOD BASED COMPLETE MULTIVITAMIN VITAMIN MINERAL PACKETS",9,4,1,12,14,13,0,15,12
"4996","1000599000","GOLDLINE THERAPEUTIC-M TABLETS HIGH-POTENCY VITAMIN FORMULA WITH MINERALS",9,4,1,18,13,16,0,0,2
"4997","1000599100","EXPECTA LIPIL DHA FOR PREGNANT & NURSING MOMS",9,2,1,16,0,0,0,0,3
"4998","1000599200","NATURE'S BLEND FLAXSEED OIL 1000 MG PROCESS OMEGA-3 ESSENTIAL FATTY ACIDS",9,4,1,16,0,0,0,1,3
"4999","1000599300","NATURE'S BLEND SUPER B COMPLEX WITH C",9,4,1,2,6,0,0,0,0
"5000","1000599400","THORNE RESEARCH URISTATIN",9,4,2,2,0,0,0,4,0
"5001","1000599500","THORNE RESEARCH B-COMPLEX #6",9,4,1,2,9,0,0,0,0
"5002","1000599600","NEW CHAPTER EVERY WOMAN WHOLE-FOOD PROBIOTIC MULTI-VITAMIN, MINERAL & HERBAL COMPLEX",8,4,3,18,14,12,0,14,4
"5003","1000599601","NEW CHAPTER ORGANICS EVERY WOMAN WHOLE-FOOD MULTI-VITAMIN + HERBS + MINERALS",9,4,2,18,13,10,0,20,2
"5004","1000599700","NEW CHAPTER EVERY WOMAN'S ONE DAILY WHOLE-FOOD PROBIOTIC MULTI-VITAMIN, MINERAL & HERBAL COMPLEX",8,4,1,18,13,11,0,3,5
"5005","1000599701","NEW CHAPTER ORGANICS EVERY WOMAN'S ONE DAILY WHOLE-FOOD MULTI VITAMIN + HERBS + MINERALS NEW ENHANCED FORMULA",9,4,1,18,13,10,0,11,2
"5006","1000599800","NEW CHAPTER VITAMIN B COMPLEX WHOLE-FOOD HERBAL PROBIOTIC NUTRIENT COMPLEX",8,4,2,18,9,1,0,17,3
"5007","1000599900","NEW CHAPTER ORGANICS PROBIOTIC NUTRIENTS EVERY MAN",9,4,3,18,12,10,0,18,1
"5008","1000600100","NEW CHAPTER ZYFLAMEND",9,4,2,16,0,0,0,10,0
"5009","1000600101","NEW CHAPTER ZYFLAMEND SOFTGELS",9,4,2,16,0,0,0,10,0
"5010","1000600200","NEW CHAPTER MYCOMEDICINALS CERTIFIED P-VALUE BREATHE!",9,4,2,2,0,0,0,6,0
"5011","1000600400","FLORA WHITE WILLOW BARK 55 MG STANDARDIZED SALICIN",9,4,2,2,0,0,0,0,1
"5012","1000600500","PURITY PRODUCTS PERFECT MULTI SUPER GREENS OPTIMALLY BALANCED, DARK GREENS, PHYTO-NUTRIENT, MULTIVITAMIN AND MINERAL SUP",9,4,4,2,15,9,1,35,16
"5013","1000600600","TRUNATURE TRIPLE ENERGY GINSENGS WITH ELEUTHERO STANDARDIZED CONCENTRATED EXTRACT",9,4,1,16,0,0,0,3,0
"5014","1000600601","TRUNATURE TRIPLE ENERGY GINSENGS WITH ELEUTHERO STANDARDIZED CONCENTRATED EXTRACT 300 MG",8,4,1,16,0,0,0,3,0
"5015","1000600700","DR. PACHECO NATURALMENTE SUPER KID'S FORMULA",8,4,1,18,10,0,0,0,0
"5016","1000600800","SUNMARK COMPLETE SENIOR FORMULA IRON FREE WITH LYCOPENE",8,3,1,18,13,13,0,0,5
"5017","1000600801","SUNMARK COMPLETE SENIOR FORMULA IRON FREE MULTIVITAMIN / MULTIMINERAL FOR ADULTS 50+ 25 RDI NUTRIENTS",9,3,1,18,13,14,0,0,5
"5018","1000600900","MANNATECH GLYCOLEAN BODY SYSTEM CATALYST ANTIOXIDANT MULTIVITAMIN AND MINERAL",9,4,2,18,13,12,0,14,6
"5019","1000601000","RAY & TERRY'S LONGEVITY PRODUCTS TOTAL CARE DAILY FORMULA MULTI-VITAMIN MINERAL FORMULA WITH ANTIOXIDANTS",9,4,6,18,13,11,1,2,8
"5020","1000601100","NATURE'S SUNSHINE SUPER OMEGA 3 EPA",8,4,1,2,0,0,0,0,2
"5021","1000601200","VITAMIN WORLD TRIPLE OMEGA 3-6-9 FLAX, FISH AND BORAGE OILS",9,4,3,16,1,0,0,2,13
"5022","1000601400","HCBL HEALTH CENTER FOR BETTER LIVING COD LIVER OIL SOURCE OF VITAMINS A & D",8,4,1,16,2,0,0,0,1
"5023","1000601401","HCBL HEALTH CENTER FOR BETTER LIVING COD LIVER OIL SOURCE OF VITAMINS A & D",8,4,2,16,2,0,0,0,1
"5024","1000601500","WALGREENS FINEST NATURAL FLAX SEED OIL 1000 MG WITH 700 MG OMEGA 3",8,4,1,16,0,0,0,1,6
"5025","1000601501","FINEST NATURAL FLAX SEED OIL 1000 MG WITH 700 MG OMEGA 3",8,4,1,16,0,0,0,1,5
"5026","1000601600","NATURE'S BOUNTY ORIGINAL PAPAYA ENZYME",9,4,3,18,0,1,0,1,5
"5027","1000601700","PROCAPS LABORATORIES HAIR, SKIN & NAIL BENEFITS ULTRA-HIGH LEVELS OF BIOTIN SOLUBLE ORGANIC SILICON M.S.M.",9,4,2,2,11,2,0,0,2
"5028","1000601701","HEALTHY HAIR SKIN & NAILS ULTRA-HIGH LEVELS OF BIOTIN SOLUBLE ORGANIC SILICON M.S.M. PROCAPS LABORATORIES",9,4,2,2,11,2,3,1,2
"5029","1000601703","HEALTHY HAIR SKIN & NAILS ULTRA-HIGH LEVELS OF BIOTIN SOLUBLE ORGANIC SILICON M.S.M. PROCAPS LABORATORIES",9,4,2,2,11,2,3,0,2
"5030","1000601800","STRESS CAPS II IDEAL HEALTH",9,4,2,2,3,1,0,4,0
"5031","1000601900","IDEAL HEALTH CUSTOM ESSENTIALS",9,4,1,12,13,10,5,4,5
"5032","1000602000","JARROW FORMULAS JARRO-DOPHILUS ORIGINAL WITH CLINICALLY PROVEN STRAIN BB536 HIGH POTENCY 6 SPECIES 3.4 BILLION",9,4,1,2,1,0,0,0,1
"5033","1000602100","JARROW FORMULAS SILYMARIN 80% STANDARDIZED MILK THISTLE 30:1 150 MG",9,4,1,2,0,0,0,1,0
"5034","1000602200","JARROW FORMULAS GREEN TEA 500 MG 5:1 WATER EXTRACT 40% POLYPHENOLS (30% CATECHINS) 500 MG",9,4,1,2,0,0,0,1,0
"5035","1000602300","JARROW FORMULAS BROMELAIN 1000 1,000 GDU PER 500 MG TABLET",9,4,1,18,0,0,0,0,1
"5036","1000602500","NOW BROMELAIN 2000 GDU 500 MG",9,4,1,18,0,0,0,0,1
"5037","1000602600","NOW CHROMEMATE BIOLOGICALLY ACTIVE NIACIN BOUND PATENTED CHROMIUM",9,4,1,2,1,1,0,0,0
"5038","1000602700","NOW ESTER-C 1000 MG OF VITAMIN C PLUS 200 MG OF BIOFLAVONOIDS",9,4,1,18,1,1,0,3,1
"5039","1000602800","NOW KELP CAPS 550 MG SOURCE OF NATURAL IODINE",9,4,1,2,0,1,0,1,2
"5040","1000602900","NOW MAGNESIUM CAPS 400 MG OXIDE, CITRATE & ASPARTATE FORMS",9,4,1,2,0,1,0,0,0
"5041","1000603000","NOW MELATONIN 3 MG",9,4,1,2,0,0,0,0,1
"5042","1000603100","NOW OREGANO OIL ENTERIC COATED SOFTGEL",9,4,1,16,0,0,0,3,0
"5043","1000603200","NOW RED YEAST RICE 1200 MG",9,4,1,18,0,1,0,0,1
"5044","1000603300","NOW SUPER ENZYMES",9,4,1,2,0,0,0,2,7
"5045","1000603400","HEALTH PLUS, INC. THE ORIGINAL COLON CLEANSE HIGH FIBER BULK FORMING FIBER LAXATIVE 100% PURE PSYLLIUM HUSK COLON 1",9,4,6,2,0,0,0,1,3
"5046","1000603600","SWANSON HEALTH PRODUCTS PREMIUM BRAND ECHINACEA 400 MG",9,4,1,2,0,0,0,1,0
"5047","1000603700","SWANSON HEALTH PRODUCTS PREMIUM BRAND CHILDREN'S CHEWABLE VITAMIN",9,1,1,18,10,0,0,0,0
"5048","1000603701","SWANSON PREMIUM BRAND CHILDREN'S CHEWABLE VITAMIN",9,1,1,18,10,0,0,0,1
"5049","1000603800","SWANSON HEALTH PRODUCTS PREMIUM BRAND BALANCE B-50 VITAMIN",9,4,1,2,9,0,0,0,2
"5050","1000603801","SWANSON PREMIUM BRAND BALANCE B-50 VITAMIN",9,4,1,2,9,0,0,0,2
"5051","1000603900","SWANSON BEST WEIGHT-CONTROL FORMULAS TONALIN CLA 1000 MG",9,4,2,16,0,0,0,0,7
"5052","1000604000","SWANSON HEALTH PRODUCTS PREMIUM BRAND CALCIBOOST",9,4,2,16,1,1,0,0,0
"5053","1000604100","SWANSON HEALTH PRODUCTS PREMIUM BRAND SHARK CARTILAGE 750 MG",9,4,3,2,0,0,0,0,1
"5054","1000604101","SWANSON PREMIUM BRAND SHARK CARTILAGE 750 MG",9,4,3,2,0,0,0,0,1
"5055","1000604200","SWANSON HEALTH PRODUCTS PREMIUM BRAND TRIPLE-STRENGTH SUPREME LECITHIN 400 MG",9,4,1,16,0,0,0,0,1
"5056","1000604300","MASON NATURAL MAXIMUM STRENGTH GLUCOSAMINE CHONDROITIN 1500 COMPLEX",9,4,3,2,1,1,0,0,3
"5057","1000604400","SCHIFF DAILY WELLNESS SINGLE DAY ANTIOXIDANT RICH MULTIPLE VITAMIN / MINERAL FORMULA",9,4,1,18,13,9,0,3,4
"5058","1000604401","SCHIFF DAILY WELLNESS SINGLE DAY ANTIOXIDANT RICH MULTIPLE VITAMIN AND MINERAL FORMULA EASY TO SWALLOW COATED TABLET",9,4,1,18,13,9,0,2,5
"5059","1000604500","REXALL MULTI-ENZYME FORMULA",10,4,2,18,0,0,0,0,10
"5060","1000604600","REXALL BLUE GREEN ALGAE",10,4,1,2,0,0,0,1,0
"5061","1000604700","STACKER 2 XPLC EXTREME PERFORMANCE FORMULA",9,4,1,2,0,0,0,2,4
"5062","1000604800","VIACTIV MULTI-VITAMIN 12 ESSENTIAL VITAMINS PLUS CALCIUM SOFT CHEWS",9,4,1,27,12,1,0,0,6
"5063","1000604900","WARM SPIRIT EVERYDAY ESSENTIAL SYSTEM SUPPORT FORMULA",8,4,4,18,14,11,0,12,22
"5064","1000605000","BRONSON MSM COMPLEX",9,4,2,18,0,0,0,1,5
"5065","1000605100","21ST CENTURY MEGA MULTI FOR WOMEN",8,4,2,18,14,12,0,3,6
"5066","1000605200","AMERICAN LONGEVITY ULTIMATE OPC-T STANDARDIZED GREEN TEA AND GRAPE SEED",8,4,1,2,0,0,0,2,0
"5067","1000605300","YOUNGEVITY ANTI-AGING DAILY PREMIUM PAK",8,4,1,12,14,13,1,23,12
"5068","1000605400","KIRKLAND SIGNATURE HIGH ENERGY PREMIUM PERFORMANCE MULTIVITAMIN & MINERAL FORMULA WITH LYCOPENE",8,4,1,18,0,8,0,2,4
"5069","1000605401","KIRKLAND SIGNATURE PREMIUM PERFORMANCE MULTIVITAMIN 31 VITAMINS & MINERALS WITH LYCOPENE & LUTEIN AND CALCIUM & D",9,4,1,18,13,16,0,2,5
"5070","1000605402","KIRKLAND SIGNATURE PREMIUM PERFORMANCE MULTI 31 VITAMINS & MINERALS",9,4,1,18,13,16,0,2,5
"5071","1000605500","CORTISLIM",8,4,1,2,1,3,0,4,2
"5072","1000605600","JOINT MOVEMENT GLUCOSAMINE WITH CHONDROITIN & MSM 2000 MG OF GLUCOSAMINE HCL SYMTEC",8,4,2,17,2,0,0,0,8
"5073","1000605700","PURE ENCAPSULATIONS GLUCOSAMINE SULFATE 1,000 MG",9,4,1,2,1,0,0,0,1
"5074","1000605800","PURE ENCAPSULATIONS MSM CAPSULES OPTIMSM",9,4,1,2,0,0,0,0,1
"5075","1000605900","PURE RESEARCH PRODUCTS, LLC DEL-IMMUNE V LACTOBACILLUS RHAMNOSUS LYSED POWDER",9,4,1,2,0,0,0,0,1
"5076","1000606000","FOCUS FORMULA WITH ATTENTION FACTORS WITH DHA - HUPERZINE-A - VINPOCETINE",9,4,2,1,5,0,0,5,9
"5077","1000606100","CHILDLIFE ESSENTIALS ORGANIC OIL BLEND ESSENTIAL FATTY ACIDS IDEAL EFA BLEND",8,1,1,19,1,0,0,0,11
"5078","1000606300","LIFETIME LIQUID CALCIUM MAGNESIUM CITRATE 750 MG PRE-ACIDIFIED MILK AND PHOSPHORUS FREE",9,4,1,17,1,2,0,0,3
"5079","1000606400","ADVOCARE WELLNESS SYSTEM MULTINUTRIENT",8,4,1,12,14,13,3,5,16
"5080","1000606500","L'IL CRITTERS FRUIT & VEGGIE BEARS SOUR GUMMY BEARS",9,1,2,27,3,0,0,15,4
"5081","1000606501","L'IL CRITTERS FRUIT & VEGGIE GUMMY BEARS",8,1,2,27,3,0,0,16,4
"5082","1000606600","ABB HARDCORE ESSENTIALS PURE PRO WHEY PROTEIN",9,4,1,24,0,1,18,0,10
"5083","1000606700","RELIV PROVANTAGE SOY-BASED PERFORMANCE ENHANCER",9,4,1,24,0,3,7,2,16
"5084","1000606900","RELIV CARDIOSENTIALS",9,4,1,24,1,2,0,9,14
"5085","1000607000","RELIV SOYSENTIALS WOMEN'S DAILY PROTECTIVE",9,4,1,24,4,3,0,19,12
"5086","1000607100","RELIV ARTHAFFECT WITH ARTHRED",9,4,1,24,0,2,0,20,5
"5087","1000607200","BARLEAN'S FLAX OIL COLD PRESSED FRESH DAILY 100% ORGANIC PESTICIDE FREE",8,4,1,17,0,0,0,0,9
"5088","1000607300","KIRKLAND SIGNATURE CALCIUM CITRATE VITAMIN D, MAGNESIUM & ZINC",8,4,2,18,2,6,0,0,0
"5089","1000607301","KIRKLAND SIGNATURE CALCIUM CITRATE VITAMIN D, MAGNESIUM & ZINC NOW WITH MORE ESSENTIAL: VITAMIN D",9,4,2,18,2,6,0,0,0
"5090","1000607302","KIRKLAND SIGNATURE CALCIUM CITRATE VITAMIN D, K, MAGNESIUM & ZINC NOW FORTIFIED WITH MORE ESSENTIAL VITAMIN D VITAMIN K",9,4,2,18,3,6,0,0,0
"5091","1000607303","KIRKLAND SIGNATURE CALCIUM CITRATE WITH 500 MG OF CALCIUM WITH VITAMIN D3, MAGNESIUM & ZINC",9,4,2,18,2,6,0,0,0
"5092","1000607400","GARDEN OF LIFE PRIMAL DEFENSE HSO PROBIOTIC FORMULA",9,4,1,1,0,2,0,2,15
"5093","1000607500","MEGAFLORA OPTIMAL POTENCY PROBIOTIC FORMULA 100% WHOLE FOOD MEGAFOOD",9,4,1,2,0,0,0,0,14
"5094","1000607600","NUTRA CHOICE CALCIUM, MAGNESIUM & ZINC",8,4,1,18,0,3,0,0,0
"5095","1000607700","IMMUNO STAT SUPER NUTRIENT LIQUID TONIC 100% PLANT SOURCED PBS",9,4,2,17,14,8,1,10,12
"5096","1000607800","WALGREENS ONE DAILY 50 PLUS SCIENTIFICALLY FORMULATED FOR MATURE ADULTS OVER 50 HIGH POTENCY MULTIVITAMIN / MULTIMINERAL",9,3,1,18,13,9,0,0,3
"5097","1000607900","HYDROXYCUT WEIGHT-LOSS FORMULA NEW & ADVANCED FORMULA",8,4,2,1,0,2,0,8,2
"5098","1000607901","HYDROXYCUT LOSE WEIGHT FAST RAPID RELEASE CAPLETS",8,4,2,1,0,2,0,6,5
"5099","1000608000","NATURE'S BOUNTY ALPHA LIPOIC ACID 200 MG",9,4,1,2,0,0,0,0,1
"5100","1000608100","ENCORA WITH ESSENTIAL FATTY ACIDS",9,4,1,12,5,1,0,0,4
"5101","1000608200","WALGREENS A THRU Z ADVANTAGE HIGH POTENCY MULTIVITAMIN / MULTIMINERAL SPECIALLY FORMULATED WITH GINSENG, GINKGO,",8,4,1,18,13,16,0,2,3
"5102","1000608201","WALGREENS A THRU Z ADVANTAGE MULTIVITAMIN / MULTIMINERAL WITH HERBS PREMIUM FORMULA BALANCED COMPLETE",8,4,1,18,13,16,0,2,3
"5103","1000608300","PURITAN'S PRIDE MEGA VITA MIN FOR TEENS 26 VITAMINS, MINERALS AND NUTRIENTS FOR TEENS MULTIVITAMIN / MULTIMINERAL",10,4,3,18,14,11,0,0,4
